Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation;;
USA;CA;2019;12;Female;16;Right-Handed;;25.7;399,8;2;Car;8;.377;49;Walking/Hiking;818;519;406;519;829;1000;25.7;Same length;73;84;Ring finger;September;Winter;Yes;No;Rice/Noodle dishes;Coffee;Other;5;3;3;Yes - broadband connection;Internet chat or instant messaging;200;800;13;2;1.5;38;0;4;60;60;168;0;0;7;Very little;Undergraduate degree;Other;Fly;Happy;Friend;Environment;;
USA;CA;2012;12;Male;16;Right-Handed;163;25;157;1;Car;15;.25;35;Tennis;900;700;400;400;1000;90025;25;Same length;82;79;Index finger;November;Fall;Yes;No;Rice/Noodle dishes;Water;Computers and technology;8;7;4;Yes - broadband connection;In person;0;0;36;.1;18;12;10;18;1;.5;8;12;0;2;Some;Graduate degree;Heavy metal;Freeze time;Healthy;Other;Environment;;
USA;CA;2018;12;Female;17;;157,4;15.24;157,4;1;Car;20;0.877;45;Soccer;500;700;800;700;500;900;15.24;Same length;88.9;63.5;Index finger;September;Summer;No;No;Fruit;Water;History;7;8;4;Yes - other;Cell phone;20;23;6;2;7;15;6;0;5;3;2;14;4;3;Some;Graduate degree;Rap/Hip hop;Fly;Happy;Relative;Health;;
USA;CA;2011;12;Female;17;Right-Handed;171;24;157;1;Car;15;.359;41;Other;500;900;200;;1000;1000;25;Left foot;50;;;April;Spring;No;No;Rice/Noodle dishes;Tea;Geography;8;9;4;Yes - broadband connection;In person;;;;;;;;;;;;;;;A lot;Graduate degree;Pop;Fly;Happy;Religious figure;International aid;;
USA;CA;2016;9;Female;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;11;Male;17;Right-Handed;193;28.5;202;1;Car;3;.286;38;Basketball;700;700;750;750;750;750;28;Right foot;11;12;Ring finger;September;Winter;Yes;No;Meat;Water;Computers and technology;7;9;3;Yes - broadband connection;In person;50;55;24;1;5;4;15;10;6;4;1;.5;0;1;Very little;Some college;Pop;Freeze time;Happy;Sports person;Health;;
USA;CA;2017;12;Female;17;Right-Handed;155,7;23;151;2;Car;50;.53;48;Dancing;1000;800;1000;800;700;800;23;Same length;65;70;Ring finger;March;Winter;No;No;No favorite;Water;Art;4.5;7.5;6;Yes - broadband connection;;5;10;7;14;25;35;4;2;40;25;35;35;5;65;Some;Graduate degree;Rhythm and blues (R&B);Telepathy;Happy;Community leader or elder;International aid;;
USA;CA;2023;12;Male;17;Left-Handed;182,8;27.8;121,9;1;Car;10;0.5;20;Other;636;636;631;679;941;701;27.8;Same length;8.5;8.3;Index finger;August;Winter;Yes;No;Rice/Noodle dishes;Water;Mathematics and statistics;7;8;4;Yes - broadband connection;Text messaging;200;250;10;3;2;1;28;10;15;100;100;0;30;4;Some;Graduate degree;Rhythm and blues (R&B);Freeze time;Rich;Sports person;Environment;;
USA;CA;2016;12;Male;18;Right-Handed;173;25;173;2;Car;7;0.737;;Soccer;500;700;1000;500;1000;1000;23;Right foot;90;100;Ring finger;June;Winter;No;No;No favorite;Soft drink (caffeinated);Computers and technology;4;10;8;Yes - broadband connection;Text messaging;100;5;0;0;1;0;0;1;10;2;10;0;0;0;A lot;Some college;Rap/Hip hop;Invisibility;Rich;;;;
USA;CA;2022;8;Male;14;Ambidextrous;185,93;6;15;USA;Boat;5 sec;10;7;Table Tennis;0;50;100;150;200;250;15;Left foot;9;5;Index finger;June;Winter;No;Yes;Meat;Coffee;History;0;4:00 a. m.;10;Yes - other;E-mail;17;67;24-jul;n/a;;;36;437;76;;;;;69;A lot;Undergraduate degree;Punk rock;Super strength;Rich;Musician or singer;Religious;;
USA;CA;2018;9;Male;14;Right-Handed;175,2;27.94;274,3;2;Walk;4;.078;35;Skateboarding/Rollerblading;160;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2017;12;Female;18;Right-Handed;157,4;23;149;1;Car;35;0.72;52;Gymnastics;1000;1000;1000;1000;1000;1000;22.5;Right foot;75;7;Index finger;August;Spring;Yes;No;Seafood;Water;Science;8;9;3;Yes - broadband connection;Text messaging;50;45;12;1;8;1;0;0;50;40;50;8;0;3;A lot;Graduate degree;Other;Fly;Happy;Actor;Environment;;
USA;CA;2018;12;Male;17;Right-Handed;172;22;173;2;Car;5;0.276;36;Table Tennis;775;636;636;674;620;807;22;Same length;70;65;Index finger;December;Winter;No;No;No favorite;Water;Other;5;9;3;Yes - broadband connection;Text messaging;50;100;5;1;24;7;7;0;10;10;10;0;15;0;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Teacher;International aid;;
USA;CA;2018;9;Female;14;Right-Handed;152;23;152;2;Car;17;.41;44;Golf;701;508;519;535;684;610;24;Left foot;82;73;Index finger;May;Winter;Yes;No;Rice/Noodle dishes;Water;Languages;6;10;4;Yes - other;Text messaging;6;4;5;.5;40;4;7;2;10;10;8;1;0;3;A lot;Graduate degree;Other;Freeze time;Healthy;Actor;Wildlife, animals;;
USA;CA;2015;6;Male;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2022;12;Male;17;Right-Handed;168,9;23.6;168;2;Bus;30;0.512;42;Walking/Hiking;909;904;567;535;503;1000;23.6;Same length;94;107;Ring finger;March;Winter;Yes;No;Pizza/Pasta;Water;Science;6;8;3;Yes - broadband connection;Text messaging;500;300;5;8;1;3;0;4;4;2;6;0;6;4;Some;Some college;Rap/Hip hop;Freeze time;Happy;Other;Health;;
USA;CA;2015;12;Male;17;Right-Handed;177;27;176;1;Car;15;.349;44;Other;500;500;700;500;1000;1000;26;Right foot;95;89;Index finger;January;Summer;No;No;Seafood;Water;History;7;10;2;Yes - other;Text messaging;50;50;14;1;15;14;7;0;30;50;40;10;14;2;A lot;Graduate degree;Techno/Electronic;Telepathy;Rich;Sports person;Health;;
USA;CA;2023;12;Female;16;Right-Handed;156;22.5;153;2;Bus;25;0.308;34;Football (American);920;925;310;950;305;700;22.5;Same length;5;6;Index finger;November;Fall;No;No;Rice/Noodle dishes;Water;Other;6;7;6;Yes - other;Text messaging;6;9;3;1;1;2;0;0;4;2;5;6;2;3;Some;Undergraduate degree;Rhythm and blues (R&B);Telepathy;Rich;Other;Health;;
USA;CA;2014;12;Male;17;Right-Handed;183;;;2;Car;10;.291;48;Swimming;850;900;1000;1000;500;500;;Right foot;;;Ring finger;September;Summer;No;No;Seafood;Water;Mathematics and statistics;7;10;3;Yes - broadband connection;Text messaging;2;2;7;1;30;15;30;0;5;1;10;1;5;5;A lot;Graduate degree;Reggae;Invisibility;Rich;Business person;Wildlife, animals;;
USA;CA;2016;12;Male;17;Right-Handed;190,5;27.5;186;2;Car;15;0.504;62;Basketball;743;620;925;497;920;722;26;Right foot;85;80;Same length;April;Summer;No;No;Meat;Water;Mathematics and statistics;9;9;6;Yes - broadband connection;Text messaging;25;40;4;3;25;15;5;0;0;2;12;10;0;5;A lot;Graduate degree;Rap/Hip hop;Super strength;Healthy;Relative;Health;;
USA;CA;2023;12;Female;18;Right-Handed;155;23;155;1;Car;8;.277;36;Dancing;647;235;433;861;1000;1000;23;Same length;76;70;Index finger;December;Fall;Yes;No;No favorite;Water;Music;5;9;4;Yes - broadband connection;Internet chat or instant messaging;40;30;3;.5;6;5;10;14;70;70;200;3;30;4;Some;Graduate degree;Rhythm and blues (R&B);Telepathy;Healthy;Musician or singer;International aid;;
USA;CA;2021;11;Female;16;Right-Handed;157;22.5;148;2;Car;30;0.688;50;Walking/Hiking;900;600;500;700;800;1000;21.3;Right foot;90;80;Ring finger;April;Fall;No;No;Pizza/Pasta;Water;Music;8;10;12;Yes - other;Text messaging;20;30;9;1;2;3;2;4;5;3;10;1;1;6;A lot;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health;;
USA;CA;2018;12;Male;17;Right-Handed;66;23;142;3;Car;7;0.334;49;Basketball;813;433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2023;12;Female;17;Right-Handed;165;23.5;;2;Car;15;;;Dancing;75;60;50;75;60;75;23;Same length;;;Ring finger;April;Spring;No;;Desserts;Water;Social studies;6;11;4;Yes - broadband connection;Text messaging;50;50;10;4;7;6;5;0;0;5;30;7;0;3;Some;Graduate degree;Pop;Freeze time;Happy;Friend;International aid;;
USA;CA;2022;7;Male;12;Right-Handed;162;26;163;2;Walk;;0.275;36;Soccer;734;873;957;936;1000;1000;26;Left foot;100;93;Index finger;September;Spring;No;No;Meat;Milk;Physical education;8;10;4;Yes - broadband connection;Text messaging;200;500;8;2;10;1;9;14;28;21;14;1;0;1;Some;Graduate degree;Pop;Fly;Happy;Community leader or elder;Wildlife, animals;;
USA;CA;2019;12;Female;17;Right-Handed;100;22;153;1;Rail (Train/Tram/Subway);8;0.334;46;Other;503;299;401;102;503;802;21;Right foot;60.5;70;Ring finger;November;Winter;No;No;Soups;Water;Science;7;10;4;Yes - broadband connection;Text messaging;10;8;1;1;6;6;6;0;17;1;6;2;0;1;A lot;Graduate degree;Other;Freeze time;Rich;Doctor or nurse;Wildlife, animals;;
USA;CA;2014;10;Male;15;Right-Handed;187,9;35.56;;2;Car;3;.23;;Football (American);0;0;0;0;0;0;35.56;Same length;4.25;4.5;Index finger;October;Summer;No;No;Meat;Soft drink (caffeinated);Art;6;2;2;Yes - broadband connection;Text messaging;34;66;;;;;;;;;;;;;;;;;;;;;
USA;CA;2016;11;Female;16;Right-Handed;171;23.5;166;1;Car;10;.335;66;Basketball;50;700;400;400;400;999;;;75;75;Same length;August;Fall;;No;Pizza/Pasta;Tea;Mathematics and statistics;8;9;3;Yes - broadband connection;In person;100;100;14;3.5;3;7;5;2;24;24;20;15;0;5;A lot;Graduate degree;Rap/Hip hop;Freeze time;Happy;Doctor or nurse;Wildlife, animals;;
USA;CA;2017;12;Female;17;Right-Handed;162;20;155;2;Car;8;0.312;43;Lacrosse;957;556;797;481;861;930;20;Same length;7.3;7.5;Ring finger;November;Winter;Yes;;Poultry;Juice;Mathematics and statistics;6;10;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;40;30;15;10;5;2;0;1;90;5;100;4;0;1;Some;Graduate degree;Rap/Hip hop;Freeze time;Happy;Musician or singer;Health;;
USA;CA;2015;8;Male;13;Right-Handed;154,9;;;2;Car;45;0.435;46;Martial Arts;802;503;1000;850;107;535;;Same length;;;Same length;June;Summer;No;No;Meat;Sports drink;History;9;10;4;Yes - broadband connection;Text messaging;50;100;35;3;6;15;55;7;24;8;23;35;7;3;A lot;High school;Rap/Hip hop;Freeze time;Healthy;Sports person;International aid;;
USA;CA;2015;11;Male;17;Right-Handed;179,5;45;179;3;Walk;18;.462;43;Other;999;800;1000;1000;700;1000;45;Same length;80;80;Same length;July;Winter;No;No;Breads/Sandwiches;Juice;Science;7;10;4;Yes - broadband connection;Text messaging;5;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2016;12;Female;17;Right-Handed;155;20;158;2;Walk;3;0.42;53;Other;1000;200;1000;1000;500;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2018;12;Male;17;Right-Handed;174;23;191;2;Bus;45;.34;45;Other;784;684;824;759;80;16;22;Right foot;89;71;Index finger;December;Fall;Yes;No;Pizza/Pasta;Water;Other;6;10;6;Yes - other;Cell phone;10;7;20;7;11;9;15;2;3;1;3;4;25;12;Very little;Undergraduate degree;Rap/Hip hop;Freeze time;Happy;Friend;Environment;;
USA;CA;2015;12;Male;18;Right-Handed;;;;1;Car;7;.437;75;Basketball;5;10;0;55;1000;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2022;7;Female;12;Right-Handed;151;20;157;2;Car;7;0.49;55;Baseball/Softball;1000;1000;1000;1000;500;800;19;Right foot;7;6;Index finger;April;Fall;No;No;Pizza/Pasta;Soft drink (caffeinated);Science;7;4;4;Yes - other;In person;16;30;1;4;2;5;1;1;4;.30;2;5;1;3;Some;Graduate degree;Other;Telepathy;Famous;Actor;Health;;
USA;CA;2015;8;Female;14;Right-Handed;162,5;17.78;162,5;2;Car;6;0.465;45;Soccer;701;503;620;888;947;1000;6.98;Same length;;;Ring finger;January;Spring;No;No;Pizza/Pasta;Soft drink (non-caffeinated);Art;10;8;5;Yes - broadband connection;Internet chat or instant messaging;;;;;2;;;1;4;2;5;1;;;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Actor;International aid;;
USA;CA;2015;12;Female;16;Right-Handed;152;24;150;1;Walk;15;1.432;84;Other;999;1000;100;100;1000;1000;24;Same length;70;60.5;Index finger;June;Winter;No;No;Pizza/Pasta;Water;Music;5;8;7;Yes - other;Internet chat or instant messaging;130;120;40;0;15;7;0;35;84;0;84;0;0;4;A lot;Other;Heavy metal;Fly;Happy;Musician or singer;Wildlife, animals;;
USA;CA;2019;7;Male;12;Right-Handed;147;23;152;3;Walk;3;0.371;29;Basketball;1000;930;701;866;508;508;23;Same length;70;60;Index finger;November;Winter;Yes;No;Seafood;Water;Social studies;9;8;5;Yes - broadband connection;In person;5;3;3;0;2;3;3;5;1-feb;1-feb;2;5;0;2;None;Other;Rap/Hip hop;Freeze time;Healthy;Business person;Environment;;
USA;CA;2021;11;Male;17;Right-Handed;180;24.5;180;1;Car;15min;0.365;35;Walking/Hiking;1000;1000;1000;999;50;30;24.5;Same length;6;7;Ring finger;December;Spring;No;No;Pizza/Pasta;Water;English;8-jul;5-jun;8;Yes - other;Text messaging;a lot;a lot;7hrs;1hr;2hrs;1hr;1hr;5-6hr;2hrs;4hrs;7hrs;1-2hr;0hrs;4hrs;;Some college;Pop;Invisibility;Happy;Relative;Health;;
USA;CA;2024;12;Male;17;Right-Handed;183;26;186;1;Bicycle;12;0.33;35;Swimming;600;400;400;600;900;900;26;Same length;75;60;Index finger;May;Winter;No;No;Pizza/Pasta;Water;Science;7;9;4;Yes - broadband connection;Internet chat or instant messaging;0;4;2;0;8;2;0;30;30;1;72;12;13;2;A lot;Undergraduate degree;Pop;Freeze time;Rich;Musician or singer;Education/Youth development;;
USA;CA;2023;12;Male;18;Right-Handed;182,8;27;190,5;2;Walk;5;0.3;37;Other;487;481;0;0;1000;1000;27;Same length;100;87;Index finger;January;Summer;No;No;Rice/Noodle dishes;Milk;Computers and technology;0.75;12;3;Yes - broadband connection;Internet chat or instant messaging;420;69;5;.4;15;0;20;59;7;2;98;0;0;10;Very little;Graduate degree;Rhythm and blues (R&B);Freeze time;Rich;Sports person;Environment;;
USA;CA;2020;12;Female;17;Right-Handed;172,7;17;172;1;Car;2;.502;58;Dancing;1000;1000;1000;1000;500;600;17;Same length;90;90;Same length;November;Summer;No;No;Meat;Milk;History;3;12;4;Yes - other;Text messaging;50;50;20;5;20;5;8;5;20;10;50;2;10;3;A lot;Graduate degree;Other;Freeze time;Happy;Friend;Environment;;
USA;CA;2023;11;Female;16;Right-Handed;163;5;163;1;Bus;oct-20;.352;50;Walking/Hiking;620;695;759;759;91;166;5;Same length;5;5;Ring finger;August;Winter;No;No;Pizza/Pasta;Juice;Music;5.5;6;4;Yes - other;In person;0;0;7;2;3-abr;30;0;2;10;1;50;0;0;10;Some;Some college;Country;Fly;Rich;Relative;Health;;
USA;CA;2015;8;Male;13;Right-Handed;63;;63;1;Car;15;3.0;;Basketball;0;500;250;500;1000;1000;;Same length;;;;June;Summer;No;No;Meat;Soft drink (caffeinated);Physical education;8;8;4;Yes - other;Other;500;500;7;5;4;5;5;3;5;5;3;2;0;.5;Very little;Some college;Rap/Hip hop;Telepathy;Rich;Sports person;Health;;
USA;CA;2015;6;Male;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2023;11;Male;16;Right-Handed;155,75;11;111;1;Car;5;0.052;65;Football (American);767;876;899;435;235;575;11;Right foot;40;6;Same length;December;Fall;No;;Rice/Noodle dishes;Water;Physical education;6;10;6;Yes - broadband connection;In person;56;77;7;7;5;4;5;7;7;7;7;7;0;;Some;High school;Rap/Hip hop;Invisibility;Rich;Relative;Arts, culture, sports;;
USA;CA;2022;8;Male;13;Right-Handed;153;23;157;1 1/9;Boat;12;.236;34;Football (American);100;200;300;400;500;600;23;Same length;8;7;Ring finger;July;Summer;Yes;No;Meat;Juice;Physical education;4;8;49265;Yes - broadband connection;Other;1;4;31;0;12min;60;10;80;20;1;20;5;0;5;None;Other;Classical;Freeze time;Healthy;Religious figure;Wildlife, animals;;
USA;CA;2018;8;Female;13;Right-Handed;168;24;168;2;Car;20;.5;27;Swimming;802;626;497;626;342;850;22;Right foot;65;65;Same length;June;Summer;No;No;Breads/Sandwiches;Water;Geography;10;7;3.5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;200;250;45;1;2;7;1;0;8;8;15;20;0;4;Some;Undergraduate degree;Pop;Fly;Happy;Relative;Wildlife, animals;;
USA;CA;2013;12;Male;17;Right-Handed;175,6;24;171;1;Car;8;.2956;26;Baseball/Softball;940;900;850;850;500;800;23.5;;85;90;Ring finger;September;Winter;Yes;No;No favorite;Water;Social studies;6;7;4;Yes - other;Text messaging;60;70;6;.5;15;8;8;5;2;8;24;1;0;3;A lot;Graduate degree;Rap/Hip hop;Telepathy;Happy;Friend;Education/Youth development;;
USA;CA;2017;12;Female;16;Right-Handed;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2021;8;Male;14;Right-Handed;177,8;29;180,5;1;Car;10;0.391;71;Other;500;500;800;500;0;500;29;Same length;90;70;Same length;August;Winter;No;No;Pizza/Pasta;Water;Mathematics and statistics;10;4-ago;5;Yes - other;Text messaging;0;0;feb-24;2;1;8;10;;;;;;;;;;;;;;;;
USA;CA;2023;9;Male;14;Right-Handed;163;20;;2;Car;13;0.374;42;Basketball;481;449;471;1000;241;1000;21;Left foot;12;16;Ring finger;May;Winter;Yes;No;Meat;Water;Other;7-jun;7-ago;5;Yes - broadband connection;In person;68;80;42;21;7;35;0;21;1;21;105;0;0;6;Very little;Graduate degree;Rap/Hip hop;Freeze time;Healthy;Other;Environment;;
USA;CA;2019;9;Male;14;Right-Handed;168;25;173;2;Walk;15;0.125;27;Running/Jogging;1000;900;900;900;700;700;25;Same length;84;85;Ring finger;October;Summer;No;No;Rice/Noodle dishes;Water;Physical education;8;10;4;Yes - broadband connection;Internet chat or instant messaging;0;0;2;0;20;2;14;15;2;5;5;0;0;5;A lot;Graduate degree;Rap/Hip hop;Freeze time;Happy;Other;International aid;;
USA;CA;2015;6;Female;11;Right-Handed;;20;;;Car;5;1.552;126;Swimming;100;700;905;500;200;900;;Same length;;;Ring finger;August;Summer;No;No;Fruit;Water;Other;9;10;3;Yes - other;Text messaging;6;8;2;3;2;6;3;0;7;9;8;7;0;5;A lot;Other;Rap/Hip hop;Telepathy;Happy;Business person;International aid;;
USA;CA;2014;12;Male;17;Right-Handed;191;30;192;1;Car;10;;;Hockey (Ice);;;;;;;30;Same length;8.75;9.5;Ring finger;August;Fall;Yes;No;Meat;Water;Science;8;10;5;Yes - broadband connection;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;12;Female;18;Right-Handed;161;24;157;1;Car;5;.354;44;Walking/Hiking;1000;600;600;600;800;900;24;Same length;76;75;Index finger;July;Summer;Yes;No;Fruit;Water;Art;6;7;3;Yes - other;Text messaging;150;150;35;7;10;0;2;0;20;20;20;0;0;4;A lot;Graduate degree;Rhythm and blues (R&B);Telepathy;Happy;Actor;Environment;;
USA;CA;2010;12;Female;18;Right-Handed;167,7;22.86;167;2;Car;5;.407;.49;Dancing;1000;1000;1000;;700;1000;;;80;78;Index finger;March;Spring;No;No;Desserts;Water;Other;8;10;6;Yes - other;Internet chat or instant messaging;6;6;10;50;14;20;7;0;4;84;35;0;8;7;Some;Undergraduate degree;Rap/Hip hop;Telepathy;Happy;Other;Health;;
USA;CA;2018;12;Male;17;Left-Handed;178;20;176;2;Car;11;0.293;45;Swimming;1000;900;900;900;900;1000;21;Left foot;89;80;Index finger;July;Summer;No;No;Meat;Water;Science;5;8;4;Yes - broadband connection;Text messaging;300;400;6;8;27;10;13;0;5;14;28;0;0;2;A lot;Graduate degree;Rap/Hip hop;Fly;Rich;Relative;Environment;;
USA;CA;2020;12;Female;17;Right-Handed;152,4;6;148;1;Car;15;0.418;42;Running/Jogging;1000;1000;500;250;1000;1000;30.48;Same length;7.62;8.89;Ring finger;December;Winter;No;No;Rice/Noodle dishes;Juice;Mathematics and statistics;8;10;3;Yes - other;Text messaging;500;800;4;0;18;20;7;0;35;35;168;3;0;1;Some;High school;Pop;Telepathy;Rich;Relative;Environment;;
USA;CA;2018;8;Female;13;Right-Handed;167;23.5;170;1;Bus;20;0.453;54;None;476;0;182;422;679;1000;23.5;Same length;75;73;Index finger;September;Fall;No;No;Desserts;Water;Art;3;12;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;29;20;6;1;2;1;0;5;20;10;24;8;0;0;;;;;;;;;
USA;CA;2022;12;Male;18;Right-Handed;168;24;158;1;Rail (Train/Tram/Subway);50;0.326;53;Bowling;455;750;900;600;1000;1000;24;Left foot;90;8;Index finger;December;Winter;Yes;No;Rice/Noodle dishes;Tea;Art;7;9;4;Yes - broadband connection;Internet chat or instant messaging;25;80;10;40;10;2;4;24;14;2;64;4;0;2;A lot;Undergraduate degree;Rock and roll;Super strength;Rich;Relative;Arts, culture, sports;;
USA;CA;2016;12;Female;19;Right-Handed;154,9;21.5;156;2;Car;35;0.448;50;Basketball;200;67;999;1000;300;500;65;;65;75;Ring finger;April;Summer;No;No;Fruit;Water;Mathematics and statistics;7;8;5;Yes - broadband connection;Text messaging;30;60;10;14;10;14;2;0;8;8;3;5;20;10;Some;Graduate degree;Rap/Hip hop;Telepathy;Rich;Other;Health;;
USA;CA;2018;6;Female;11;Right-Handed;153;25;171;2;Car;4;0.431;41;Soccer;1000;882;1000;866;0;166;24;Right foot;77;76;Index finger;February;Winter;No;No;Breads/Sandwiches;Water;Physical education;9;13;24;Yes - broadband connection;In person;0;0;10;0;1;2;2;7.30;0;0;37.30;2;0;2;Very little;Graduate degree;Pop;Freeze time;Happy;Relative;International aid;;
USA;CA;2023;12;Female;18;Right-Handed;158;21;150;1;Car;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A lot;Undergraduate degree;Pop;Telepathy;Happy;;;;
USA;CA;2017;12;Male;17;Right-Handed;168;27;172;2;Car;20;.291;39;Walking/Hiking;535;487;358;513;1000;1000;27;Same length;82;87;Ring finger;February;Fall;No;No;Salads;Water;Science;7;10;4;Yes - broadband connection;Text messaging;300;300;8;0.1;20;5;4;1;4;3;15;5;1;0;Some;Graduate degree;Rap/Hip hop;Freeze time;Happy;Relative;International aid;;
USA;CA;2016;11;Male;16;Left-Handed;163;25;25;2;Bus;35;.386;34;None;738;540;508;176;1000;1000;25;Same length;72;74;Ring finger;September;Fall;Yes;No;Pizza/Pasta;Water;Social studies;7;10;2;Yes - broadband connection;Internet chat or instant messaging;30;35;7;3;5;7;0;15;4;16;8;6;10;2;Some;Graduate degree;Other;Fly;Happy;Relative;Health;;
USA;CA;2023;11;Male;16;Right-Handed;181;26.6;177;2;Car;57;.336;39;Soccer;200;;20;0;950;1000;26;Right foot;90;100;Index finger;July;Winter;No;No;Meat;Milk;History;7;6;3;Yes - other;Internet chat or instant messaging;153;90;0;15;1;2;5;20;16;21;35;16;0;1;Some;Graduate degree;Rap/Hip hop;Freeze time;Rich;Relative;Wildlife, animals;;
USA;CA;2023;12;Male;17;Right-Handed;170;25;170;2;Car;40;0.321;45;Table Tennis;734;352;143;473;993;1000;25;Same length;69;77;Ring finger;February;Fall;Yes;No;Rice/Noodle dishes;Water;Geography;6;9;5;Yes - dial-up connection;In person;31;25;25;5;3;7;1;6;20;10;60;5;0;1;Very little;Graduate degree;Pop;Super strength;Happy;Friend;Health;;
USA;CA;2020;12;Female;17;Right-Handed;161,5;21.59;157;1;Car;15;0.482;60;Basketball;5;1000;1000;100;6;999;21.59;Same length;7;8;Ring finger;June;Summer;No;No;Desserts;Juice;Art;8;10;7;Yes - other;Text messaging;30;40;5;1;3;10;5;0;9;5;5;5;0;7;Some;Graduate degree;Rhythm and blues (R&B);Fly;Happy;Relative;Education/Youth development;;
USA;CA;2015;6;Male;12;Left-Handed;150;24;148;2;Car;6;0.142;54;Football (American);439;481;428;396;380;567;24;Same length;70;80;Ring finger;March;Winter;No;No;Pizza/Pasta;Sports drink;Physical education;8.30;13;5;Yes - broadband connection;Text messaging;32;36;2;1;1;4;10;1;3;7;6;7;0;1;Some;Graduate degree;Rap/Hip hop;Super strength;Rich;Friend;Health;;
USA;CA;2019;9;Female;14;Right-Handed;155;22;156;2;Car;30;5.22;3;Soccer;412;337;824;727;749;914;22;Same length;67;66;Index finger;October;Spring;No;No;No favorite;Water;Physical education;9;5;2;Yes - other;Myspace, Facebook, other social networking sites, or blog;11;9;19;3;1;8;9;0;2;4;2;0;0;1;Very little;Graduate degree;Other;Freeze time;Happy;Sports person;International aid;;
USA;CA;2020;7;Male;12;Right-Handed;152,4;20cm;120;2;Car;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2020;12;Female;17;Right-Handed;162;26;164;2;Car;10;0.799;44;None;800;600;700;900;400;1000;26;Same length;65;69;Ring finger;October;Summer;No;No;Meat;Juice;Other;9;11;6;No internet connection;In person;29;32;4.5;0;2;5;0;0;15;3;15;0;6;0;A lot;Some college;Pop;Telepathy;Rich;Actor;Wildlife, animals;;
USA;CA;2014;6;Male;11;Right-Handed;155;25;154;1;Car;12.5;0.175;34;Soccer;610;561;604;588;250;750;25;Same length;70;70;Same length;July;Summer;Yes;No;Fruit;Milk;Art;9.5;6;4;Yes - other;Text messaging;3;6;35;.5;18;2.5;7;2;1;1;5;3;.5;2;A lot;Other;Rap/Hip hop;Freeze time;Famous;Coach or club leader;Wildlife, animals;;
USA;CA;2018;12;Male;16;Right-Handed;175;24.6;180;2;Car;10;0.419;57;Gymnastics;1000;1000;300;700;900;800;24.6;Same length;183;190;Ring finger;October;Winter;No;No;No favorite;Water;History;6;9;5;Yes - other;Text messaging;50;60;0;0;30;3;9;0;10;7;30;7;0;0;A lot;Graduate degree;Other;Invisibility;Healthy;Relative;Health;;
